
LeX#4027,Immortal,32%,141.5,51.0,01/18/21,https://tracker.gg/valorant/profile/riot/LeX%234027?playlist=competitive,1.01,222.2,0.8
ImVeryMediocre#NA1,Platinum 1,28%,137.5,49.2,01/17/21,https://tracker.gg/valorant/profile/riot/ImVeryMediocre%23NA1?playlist=competitive,1.01,211.7,0.7
GUNdem#6980,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/GUNdem%236980?playlist=competitive,NONE,NONE,NONE
Hyper#003,Gold 1,24%,109.6,48.6,01/17/21,https://tracker.gg/valorant/profile/riot/Hyper%23003?playlist=competitive,0.84,171.3,0.6
liver#6195,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/liver%236195?playlist=competitive,NONE,NONE,NONE
BronzeVIIAL#NA1,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/BronzeVIIAL%23NA1?playlist=competitive,NONE,NONE,NONE
DrXorath#7501,Immortal,23%,139.4,52.0,01/21/21,https://tracker.gg/valorant/profile/riot/DrXorath%237501?playlist=competitive,1.03,213.9,0.7
Itz KetamineKyle#6547,NONE,NONE,NONE,NONE,01/22/21,https://tracker.gg/valorant/profile/riot/Itz%20KetamineKyle%236547?playlist=competitive,NONE,NONE,NONE
RDX Roffsy#6969,Diamond 3,32%,138.1,49.4,01/26/21,https://tracker.gg/valorant/profile/riot/RDX%20Roffsy%236969?playlist=competitive,1.03,216.4,0.8
Colin#101,Silver 3,22%,145.4,48.3,02/06/21,https://tracker.gg/valorant/profile/riot/Colin%23101?playlist=competitive,1.10,212.3,0.7
miguelito#1337,Immortal,24%,131.1,52.9,01/21/21,https://tracker.gg/valorant/profile/riot/miguelito%231337?playlist=competitive,1.04,202.6,0.7
BobSaget#4444,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/BobSaget%234444?playlist=competitive,NONE,NONE,NONE
Rice#3933,Bronze 2,17%,129.8,45.6,01/26/21,https://tracker.gg/valorant/profile/riot/Rice%233933?playlist=competitive,0.87,194.8,0.7
Winston#2342,NONE,NONE,NONE,NONE,01/24/21,https://tracker.gg/valorant/profile/riot/Winston%232342?playlist=competitive,NONE,NONE,NONE
JRShoegazer#NA1,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/JRShoegazer%23NA1?playlist=competitive,NONE,NONE,NONE
AZK Happy#7898,Gold 3,27%,141.4,46.7,02/14/21,https://tracker.gg/valorant/profile/riot/AZK%20Happy%237898?playlist=competitive,1.04,208.8,0.7
gojo satoru#JJKN,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/gojo%20satoru%23JJKN?playlist=competitive,NONE,NONE,NONE
KeLszn#3508,Silver 3,16%,178.5,54.5,01/26/21,https://tracker.gg/valorant/profile/riot/KeLszn%233508?playlist=competitive,1.44,283.0,1.0
bloo#999,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/bloo%23999?playlist=competitive,NONE,NONE,NONE
WacWac#4857,Platinum 2,22%,145.3,48.4,02/14/21,https://tracker.gg/valorant/profile/riot/WacWac%234857?playlist=competitive,1.01,230.7,0.8
Jerdad#2646,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Jerdad%232646?playlist=competitive,NONE,NONE,NONE
Exile#8692,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Exile%238692?playlist=competitive,NONE,NONE,NONE
luu#kiss,Immortal,25%,150.5,52.7,01/21/21,https://tracker.gg/valorant/profile/riot/luu%23kiss?playlist=competitive,1.21,244.7,0.8
Itscoconxt#NA1,Gold 1,18%,142.2,50.9,01/20/21,https://tracker.gg/valorant/profile/riot/Itscoconxt%23NA1?playlist=competitive,1.16,227.3,0.8
Anmakeya#5050,Gold 3,13%,125.2,50.4,01/20/21,https://tracker.gg/valorant/profile/riot/Anmakeya%235050?playlist=competitive,0.89,191.7,0.6
JcubGG#5811,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/JcubGG%235811?playlist=competitive,NONE,NONE,NONE
BlackSeriesAmg#1863,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/BlackSeriesAmg%231863?playlist=competitive,NONE,NONE,NONE
snny#8557,Platinum 2,23%,116.3,52.9,01/21/21,https://tracker.gg/valorant/profile/riot/snny%238557?playlist=competitive,0.86,180.4,0.6
sadiyan#p00p,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/sadiyan%23p00p?playlist=competitive,NONE,NONE,NONE
oogway 74#1345,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/oogway%2074%231345?playlist=competitive,NONE,NONE,NONE
RICE Le28blue2#NA1,Gold 3,17%,141.4,52.0,03/16/21,https://tracker.gg/valorant/profile/riot/RICE%20Le28blue2%23NA1?playlist=competitive,1.12,222.9,0.8
Sauceyy#7766,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Sauceyy%237766?playlist=competitive,NONE,NONE,NONE
Yami#713,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Yami%23713?playlist=competitive,NONE,NONE,NONE
Divine#4464,Silver 2,23%,107.6,46.1,01/26/21,https://tracker.gg/valorant/profile/riot/Divine%234464?playlist=competitive,0.76,160.7,0.5
Dynasty#00000,Unrated,28%,128.5,60.7,01/18/21,https://tracker.gg/valorant/profile/riot/Dynasty%2300000?playlist=competitive,1.03,189.9,0.7
KS Raida#broo,Diamond 1,35%,140.6,49.3,01/20/21,https://tracker.gg/valorant/profile/riot/KS%20Raida%23broo?playlist=competitive,1.06,213.8,0.7
jasonb0rge#6578,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/jasonb0rge%236578?playlist=competitive,NONE,NONE,NONE
soqs#NA1,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/soqs%23NA1?playlist=competitive,NONE,NONE,NONE
Tapsirl#6364,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Tapsirl%236364?playlist=competitive,NONE,NONE,NONE
pippippoopoo#eksdi,Platinum 1,23%,153.2,58.5,02/06/21,https://tracker.gg/valorant/profile/riot/pippippoopoo%23eksdi?playlist=competitive,1.09,246.0,0.8
Gwoodz#NA1,Platinum 2,32%,161.3,40.0,03/16/21,https://tracker.gg/valorant/profile/riot/Gwoodz%23NA1?playlist=competitive,1.25,260.1,0.9
Aggro0men#2507,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Aggro0men%232507?playlist=competitive,NONE,NONE,NONE
Revoked#Dan,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Revoked%23Dan?playlist=competitive,NONE,NONE,NONE
paulnikz#0617,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/paulnikz%230617?playlist=competitive,NONE,NONE,NONE
Nun#pOg,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/Nun%23pOg?playlist=competitive,NONE,NONE,NONE
nightmare#plat,NONE,NONE,NONE,NONE,01/24/21,https://tracker.gg/valorant/profile/riot/nightmare%23plat?playlist=competitive,NONE,NONE,NONE
TK Exist#GGs,Platinum 3,23%,139.1,50.8,01/21/21,https://tracker.gg/valorant/profile/riot/TK%20Exist%23GGs?playlist=competitive,1.07,214.4,0.8
Lmodo#9788,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Lmodo%239788?playlist=competitive,NONE,NONE,NONE
Upstairsflight#stfu,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Upstairsflight%23stfu?playlist=competitive,NONE,NONE,NONE
Daniel LaRusso#KOBRA,Diamond 3,30%,144.4,49.0,01/20/21,https://tracker.gg/valorant/profile/riot/Daniel%20LaRusso%23KOBRA?playlist=competitive,1.01,222.9,0.7
Ryth#1026,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Ryth%231026?playlist=competitive,NONE,NONE,NONE
Activehazards#NA1,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Activehazards%23NA1?playlist=competitive,NONE,NONE,NONE
FranckLeBum#8481,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/FranckLeBum%238481?playlist=competitive,NONE,NONE,NONE
Talkingrock#0001,Diamond 1,29%,137.9,51.1,02/06/21,https://tracker.gg/valorant/profile/riot/Talkingrock%230001?playlist=competitive,1.05,209.1,0.7
bizaroad#NA1,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/bizaroad%23NA1?playlist=competitive,NONE,NONE,NONE
con#1395,Silver 3,13%,132.3,48.9,01/24/21,https://tracker.gg/valorant/profile/riot/con%231395?playlist=competitive,0.96,206.6,0.7
PseudoRealism#3253,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/PseudoRealism%233253?playlist=competitive,NONE,NONE,NONE
Sawadi#8875,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Sawadi%238875?playlist=competitive,NONE,NONE,NONE
Al2O3Cr1#2022,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Al2O3Cr1%232022?playlist=competitive,NONE,NONE,NONE
ウェズリー#1326,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/%E3%82%A6%E3%82%A7%E3%82%BA%E3%83%AA%E3%83%BC%231326?playlist=competitive,NONE,NONE,NONE
Fate#gbgr,Silver 3,14%,133.7,47.9,02/06/21,https://tracker.gg/valorant/profile/riot/Fate%23gbgr?playlist=competitive,1.01,205.2,0.7
Matchéw#NA1,120RR,39%,151.0,51.5,01/18/21,https://tracker.gg/valorant/profile/riot/Match%C3%A9w%23NA1?playlist=competitive,1.09,236.3,0.8
Flyx#0001,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Flyx%230001?playlist=competitive,NONE,NONE,NONE
Best Iron Na x3#na1,Bronze 3,26%,174.4,63.2,02/06/21,https://tracker.gg/valorant/profile/riot/Best%20Iron%20Na%20x3%23na1?playlist=competitive,2.45,290.6,1.0
apexatomixttv#7865,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/apexatomixttv%237865?playlist=competitive,NONE,NONE,NONE
Evan Neve#SHEES,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Evan%20Neve%23SHEES?playlist=competitive,NONE,NONE,NONE
kadi1ak#9439,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/kadi1ak%239439?playlist=competitive,NONE,NONE,NONE
Hyh#5567,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Hyh%235567?playlist=competitive,NONE,NONE,NONE
xaam#1337,Unrated,26%,126.4,49.6,01/20/21,https://tracker.gg/valorant/profile/riot/xaam%231337?playlist=competitive,0.92,194.7,0.7
Sshiro#999,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Sshiro%23999?playlist=competitive,NONE,NONE,NONE
itsonetwo#2919,Gold 1,27%,148.9,48.8,01/22/21,https://tracker.gg/valorant/profile/riot/itsonetwo%232919?playlist=competitive,1.10,234.0,0.8
BigChief#1738,Gold 2,29%,149.1,49.7,01/26/21,https://tracker.gg/valorant/profile/riot/BigChief%231738?playlist=competitive,1.06,233.5,0.8
camjrefill#777,33RR,30%,132.1,50.0,01/18/21,https://tracker.gg/valorant/profile/riot/camjrefill%23777?playlist=competitive,1.01,205.5,0.7
Fopdoodle#Slept,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/Fopdoodle%23Slept?playlist=competitive,NONE,NONE,NONE
droid#570,Unrated,33%,151.8,48.5,01/26/21,https://tracker.gg/valorant/profile/riot/droid%23570?playlist=competitive,1.09,238.0,0.8
StormmMCloud#4564,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/StormmMCloud%234564?playlist=competitive,NONE,NONE,NONE
OP Shiba#sibal,Immortal,30%,133.2,51.9,01/21/21,https://tracker.gg/valorant/profile/riot/OP%20Shiba%23sibal?playlist=competitive,1.00,213.0,0.7
woxic#6843,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/woxic%236843?playlist=competitive,NONE,NONE,NONE
SumoSusho#NA1,Gold 2,18%,95.0,47.5,01/20/21,https://tracker.gg/valorant/profile/riot/SumoSusho%23NA1?playlist=competitive,0.67,145.6,0.5
Yurric#nib,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Yurric%23nib?playlist=competitive,NONE,NONE,NONE
Naga#9286,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/Naga%239286?playlist=competitive,NONE,NONE,NONE
Bedro#2494,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Bedro%232494?playlist=competitive,NONE,NONE,NONE
Frost#777,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/Frost%23777?playlist=competitive,NONE,NONE,NONE
skyemblem#7066,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/skyemblem%237066?playlist=competitive,NONE,NONE,NONE
jet#csgo,Immortal,10%,151.8,51.2,01/21/21,https://tracker.gg/valorant/profile/riot/jet%23csgo?playlist=competitive,1.17,247.6,0.9
Arc#SYN,Immortal,30%,137.0,47.9,01/24/21,https://tracker.gg/valorant/profile/riot/Arc%23SYN?playlist=competitive,1.01,210.3,0.7
BouncyPlays#3649,Silver 3,23%,129.2,47.9,02/14/21,https://tracker.gg/valorant/profile/riot/BouncyPlays%233649?playlist=competitive,0.92,197.7,0.7
vncnt#6961,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/vncnt%236961?playlist=competitive,NONE,NONE,NONE
Sword Armada#NA1,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Sword%20Armada%23NA1?playlist=competitive,NONE,NONE,NONE
jaayy#luv u,Gold 1,39%,147.7,47.3,01/20/21,https://tracker.gg/valorant/profile/riot/jaayy%23luv%20u?playlist=competitive,1.03,229.0,0.8
graham#2187,Platinum 3,42%,119.5,58.7,02/06/21,https://tracker.gg/valorant/profile/riot/graham%232187?playlist=competitive,0.92,185.3,0.6
phrizz#NA1,Diamond 3,20%,137.8,48.6,03/16/21,https://tracker.gg/valorant/profile/riot/phrizz%23NA1?playlist=competitive,1.06,219.1,0.8
Apalala#9754,NONE,NONE,NONE,NONE,01/22/21,https://tracker.gg/valorant/profile/riot/Apalala%239754?playlist=competitive,NONE,NONE,NONE
WildWaffle#6487,Silver 3,32%,177.1,50.8,01/18/21,https://tracker.gg/valorant/profile/riot/WildWaffle%236487?playlist=competitive,1.32,269.7,0.9
spicykebabs#4349,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/spicykebabs%234349?playlist=competitive,NONE,NONE,NONE
BoTt0mFrAgGeR#6969,NONE,NONE,NONE,NONE,01/24/21,https://tracker.gg/valorant/profile/riot/BoTt0mFrAgGeR%236969?playlist=competitive,NONE,NONE,NONE
Trace#001,Platinum 3,27%,134.5,49.7,01/20/21,https://tracker.gg/valorant/profile/riot/Trace%23001?playlist=competitive,1.02,207.5,0.7
MiniMeek#2331,Silver 2,21%,145.1,49.5,01/20/21,https://tracker.gg/valorant/profile/riot/MiniMeek%232331?playlist=competitive,1.12,223.6,0.8
dirt#dir,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/dirt%23dir?playlist=competitive,NONE,NONE,NONE
CorruptedMilk#4245,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/CorruptedMilk%234245?playlist=competitive,NONE,NONE,NONE
Resi#NA2,Diamond 1,29%,145.0,46.9,03/16/21,https://tracker.gg/valorant/profile/riot/Resi%23NA2?playlist=competitive,1.00,225.3,0.8
Phlikr#777,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Phlikr%23777?playlist=competitive,NONE,NONE,NONE
ConstableWhite#NA1,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/ConstableWhite%23NA1?playlist=competitive,NONE,NONE,NONE
Santinito#1374,Gold 2,14%,130.8,50.9,01/26/21,https://tracker.gg/valorant/profile/riot/Santinito%231374?playlist=competitive,1.00,206.5,0.7
Too noobyyy ツ#ITZY,Diamond 1,20%,139.4,49.8,02/14/21,https://tracker.gg/valorant/profile/riot/Too%20noobyyy%20%E3%83%84%23ITZY?playlist=competitive,1.07,212.7,0.7
michellekyu#4682,NONE,NONE,NONE,NONE,01/22/21,https://tracker.gg/valorant/profile/riot/michellekyu%234682?playlist=competitive,NONE,NONE,NONE
NickeltonGames#4754,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/NickeltonGames%234754?playlist=competitive,NONE,NONE,NONE
