
9ETX#999,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/9ETX%23999?playlist=competitive,NONE,NONE,NONE
heidi#moist,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/heidi%23moist?playlist=competitive,NONE,NONE,NONE
nick#nova,Platinum 1,22%,140.1,52.4,01/18/21,https://tracker.gg/valorant/profile/riot/nick%23nova?playlist=competitive,1.04,213.7,0.7
Crypticset10#1323,Gold 2,23%,140.2,51.3,01/17/21,https://tracker.gg/valorant/profile/riot/Crypticset10%231323?playlist=competitive,1.06,218.0,0.8
Sixty#8306,Diamond 2,39%,123.4,49.7,02/06/21,https://tracker.gg/valorant/profile/riot/Sixty%238306?playlist=competitive,0.94,187.0,0.7
Roadster#MX5,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Roadster%23MX5?playlist=competitive,NONE,NONE,NONE
Unlucky#117,Gold 2,13%,175.7,56.0,01/22/21,https://tracker.gg/valorant/profile/riot/Unlucky%23117?playlist=competitive,1.31,283.7,0.9
BankRollin#zzzz,Platinum 3,29%,145.1,49.7,01/24/21,https://tracker.gg/valorant/profile/riot/BankRollin%23zzzz?playlist=competitive,1.10,222.8,0.8
Milf#2004,Diamond 3,36%,145.6,55.9,01/21/21,https://tracker.gg/valorant/profile/riot/Milf%232004?playlist=competitive,1.13,232.7,0.8
SoloKiro#1337,Platinum 2,24%,137.1,48.9,01/18/21,https://tracker.gg/valorant/profile/riot/SoloKiro%231337?playlist=competitive,0.93,207.8,0.7
Higgs0#NA1,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Higgs0%23NA1?playlist=competitive,NONE,NONE,NONE
Aoi#0902,Platinum 1,26%,141.8,56.8,01/21/21,https://tracker.gg/valorant/profile/riot/Aoi%230902?playlist=competitive,1.02,211.8,0.7
Goku#1738,Immortal,26%,134.2,50.0,01/18/21,https://tracker.gg/valorant/profile/riot/Goku%231738?playlist=competitive,1.00,202.5,0.7
coast#EAST,Silver 3,19%,136.2,49.0,02/06/21,https://tracker.gg/valorant/profile/riot/coast%23EAST?playlist=competitive,1.09,207.1,0.7
Equezarix#NA1,Platinum 1,22%,126.1,49.0,01/18/21,https://tracker.gg/valorant/profile/riot/Equezarix%23NA1?playlist=competitive,0.94,193.8,0.7
polo#1598,Gold 2,30%,165.0,48.9,02/14/21,https://tracker.gg/valorant/profile/riot/polo%231598?playlist=competitive,1.28,254.9,0.9
ummmok#sussy,Silver 2,19%,122.5,47.5,02/14/21,https://tracker.gg/valorant/profile/riot/ummmok%23sussy?playlist=competitive,0.82,186.2,0.6
Hoovymaster69#3231,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Hoovymaster69%233231?playlist=competitive,NONE,NONE,NONE
SwaggyT#1476,Platinum 1,21%,146.4,49.6,03/16/21,https://tracker.gg/valorant/profile/riot/SwaggyT%231476?playlist=competitive,1.11,232.0,0.8
joyful#4444,Diamond 2,29%,122.0,52.2,01/22/21,https://tracker.gg/valorant/profile/riot/joyful%234444?playlist=competitive,0.86,183.4,0.6
AGGRO#AGGRO,NONE,NONE,NONE,NONE,01/24/21,https://tracker.gg/valorant/profile/riot/AGGRO%23AGGRO?playlist=competitive,NONE,NONE,NONE
jade#1010,Silver 3,22%,129.0,51.9,02/06/21,https://tracker.gg/valorant/profile/riot/jade%231010?playlist=competitive,0.95,196.6,0.7
warning#6939,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/warning%236939?playlist=competitive,NONE,NONE,NONE
ThtCoolWhiteGuy#NA1,Platinum 1,37%,143.4,48.0,01/22/21,https://tracker.gg/valorant/profile/riot/ThtCoolWhiteGuy%23NA1?playlist=competitive,1.16,218.5,0.8
kiss shot#donut,Diamond 1,18%,141.0,53.9,02/06/21,https://tracker.gg/valorant/profile/riot/kiss%20shot%23donut?playlist=competitive,1.03,224.2,0.8
yoru one trick#7285,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/yoru%20one%20trick%237285?playlist=competitive,NONE,NONE,NONE
ZachAFK#9011,Gold 2,22%,142.6,50.4,01/21/21,https://tracker.gg/valorant/profile/riot/ZachAFK%239011?playlist=competitive,1.07,223.1,0.8
icie#4130,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/icie%234130?playlist=competitive,NONE,NONE,NONE
Able VolcaN#GOD,Immortal,29%,165.3,51.8,01/21/21,https://tracker.gg/valorant/profile/riot/Able%20VolcaN%23GOD?playlist=competitive,1.30,270.1,0.9
Chapo90#Dil,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Chapo90%23Dil?playlist=competitive,NONE,NONE,NONE
Michael#4032,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Michael%234032?playlist=competitive,NONE,NONE,NONE
DisTeez#4747,Diamond 3,22%,142.3,50.1,01/26/21,https://tracker.gg/valorant/profile/riot/DisTeez%234747?playlist=competitive,0.98,219.7,0.7
StubbyThumbs420#7461,Iron 3,18%,179.3,47.4,01/18/21,https://tracker.gg/valorant/profile/riot/StubbyThumbs420%237461?playlist=competitive,1.27,280.4,1.0
annenn#5575,Silver 3,26%,139.6,51.2,01/20/21,https://tracker.gg/valorant/profile/riot/annenn%235575?playlist=competitive,1.04,218.6,0.8
Phantonex#7928,Diamond 3,28%,128.0,49.8,02/14/21,https://tracker.gg/valorant/profile/riot/Phantonex%237928?playlist=competitive,1.00,202.8,0.7
FegaYT#4385,Silver 3,17%,143.0,48.2,01/18/21,https://tracker.gg/valorant/profile/riot/FegaYT%234385?playlist=competitive,1.00,223.4,0.8
Cory#2530,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/Cory%232530?playlist=competitive,NONE,NONE,NONE
AAAAbattery1#lolz,Silver 1,14%,110.2,50.5,01/17/21,https://tracker.gg/valorant/profile/riot/AAAAbattery1%23lolz?playlist=competitive,0.81,170.8,0.6
Carriere#7038,Gold 3,28%,152.9,50.1,01/18/21,https://tracker.gg/valorant/profile/riot/Carriere%237038?playlist=competitive,1.15,236.7,0.8
DeathshotPRO2#NA2,Platinum 2,17%,143.3,50.2,01/22/21,https://tracker.gg/valorant/profile/riot/DeathshotPRO2%23NA2?playlist=competitive,1.10,225.6,0.8
Gh0st#yeet,Platinum 1,37%,147.9,50.5,01/17/21,https://tracker.gg/valorant/profile/riot/Gh0st%23yeet?playlist=competitive,1.11,229.5,0.8
IAteMySock#4846,Gold 3,21%,140.0,52.0,02/06/21,https://tracker.gg/valorant/profile/riot/IAteMySock%234846?playlist=competitive,1.12,210.2,0.7
radical#prime,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/radical%23prime?playlist=competitive,NONE,NONE,NONE
xHolyV3nomx#3839,Silver 3,18%,138.9,49.0,01/18/21,https://tracker.gg/valorant/profile/riot/xHolyV3nomx%233839?playlist=competitive,0.99,219.3,0.8
bvc#cvb,Silver 2,19%,130.1,51.4,01/18/21,https://tracker.gg/valorant/profile/riot/bvc%23cvb?playlist=competitive,0.95,189.6,0.6
WuuW#2834,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/WuuW%232834?playlist=competitive,NONE,NONE,NONE
Wadfoot12#1146,Silver 2,19%,144.3,50.5,01/20/21,https://tracker.gg/valorant/profile/riot/Wadfoot12%231146?playlist=competitive,1.02,226.7,0.8
DominantJr#9528,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/DominantJr%239528?playlist=competitive,NONE,NONE,NONE
Arcouda#NA1,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Arcouda%23NA1?playlist=competitive,NONE,NONE,NONE
Ellet#0001,Diamond 3,25%,129.8,51.6,01/18/21,https://tracker.gg/valorant/profile/riot/Ellet%230001?playlist=competitive,1.00,196.1,0.7
Danny Phantom#Haunt,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Danny%20Phantom%23Haunt?playlist=competitive,NONE,NONE,NONE
Pexlz#4029,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Pexlz%234029?playlist=competitive,NONE,NONE,NONE
KoreansDNA#13A,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/KoreansDNA%2313A?playlist=competitive,NONE,NONE,NONE
lean#1803,Immortal,35%,139.2,51.4,01/18/21,https://tracker.gg/valorant/profile/riot/lean%231803?playlist=competitive,1.07,222.3,0.8
jeiiku#boob,Platinum 3,33%,170.8,55.6,01/26/21,https://tracker.gg/valorant/profile/riot/jeiiku%23boob?playlist=competitive,1.22,267.5,0.9
aimbotcardin#7245,Immortal,26%,138.5,52.6,01/21/21,https://tracker.gg/valorant/profile/riot/aimbotcardin%237245?playlist=competitive,1.00,214.9,0.7
ToXiiC#1025,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/ToXiiC%231025?playlist=competitive,NONE,NONE,NONE
alex#m2000,Gold 3,20%,124.3,47.8,02/14/21,https://tracker.gg/valorant/profile/riot/alex%23m2000?playlist=competitive,0.92,194.7,0.7
TTV Sh1IFTS#tity,NONE,NONE,NONE,NONE,01/17/21,https://tracker.gg/valorant/profile/riot/TTV%20Sh1IFTS%23tity?playlist=competitive,NONE,NONE,NONE
BagelWagle#2296,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/BagelWagle%232296?playlist=competitive,NONE,NONE,NONE
Catboy#8762,Gold 1,66%,133.0,47.0,01/26/21,https://tracker.gg/valorant/profile/riot/Catboy%238762?playlist=competitive,0.98,203.7,0.7
zero#DEG5,Silver 3,23%,134.2,49.4,01/24/21,https://tracker.gg/valorant/profile/riot/zero%23DEG5?playlist=competitive,1.05,208.6,0.7
Hotdog#Daddy,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/Hotdog%23Daddy?playlist=competitive,NONE,NONE,NONE
zSHIBBYz#5416,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/zSHIBBYz%235416?playlist=competitive,NONE,NONE,NONE
Dallaas#9965,NONE,NONE,NONE,NONE,01/18/21,https://tracker.gg/valorant/profile/riot/Dallaas%239965?playlist=competitive,NONE,NONE,NONE
PopSharky#9666,Platinum 1,20%,158.8,49.8,01/24/21,https://tracker.gg/valorant/profile/riot/PopSharky%239666?playlist=competitive,1.20,247.9,0.8
CreeperFace23#9198,Silver 2,18%,137.3,47.5,01/24/21,https://tracker.gg/valorant/profile/riot/CreeperFace23%239198?playlist=competitive,0.96,212.3,0.7
cL0mb0#SOLOQ,Diamond 1,23%,148.5,49.9,01/22/21,https://tracker.gg/valorant/profile/riot/cL0mb0%23SOLOQ?playlist=competitive,1.12,229.0,0.8
Frozen Teardrop#KODAK,NONE,NONE,NONE,NONE,02/14/21,https://tracker.gg/valorant/profile/riot/Frozen%20Teardrop%23KODAK?playlist=competitive,NONE,NONE,NONE
CrimsonGent#NA1,NONE,NONE,NONE,NONE,02/06/21,https://tracker.gg/valorant/profile/riot/CrimsonGent%23NA1?playlist=competitive,NONE,NONE,NONE
TheLegend201#NA1,NONE,NONE,NONE,NONE,01/22/21,https://tracker.gg/valorant/profile/riot/TheLegend201%23NA1?playlist=competitive,NONE,NONE,NONE
Mxrvinツ#8612,Diamond 1,27%,149.3,48.5,02/14/21,https://tracker.gg/valorant/profile/riot/Mxrvin%E3%83%84%238612?playlist=competitive,1.06,236.3,0.8
ZacKHD#NA1,Silver 3,23%,120.4,49.2,01/26/21,https://tracker.gg/valorant/profile/riot/ZacKHD%23NA1?playlist=competitive,0.84,182.2,0.6
lester420fool#NA1,Platinum 1,23%,159.5,49.6,01/18/21,https://tracker.gg/valorant/profile/riot/lester420fool%23NA1?playlist=competitive,1.23,256.0,0.9
Datho#VN1,Immortal,23%,119.7,50.0,02/06/21,https://tracker.gg/valorant/profile/riot/Datho%23VN1?playlist=competitive,0.90,185.8,0.6
no way bro#trash,Gold 1,27%,156.8,48.6,01/22/21,https://tracker.gg/valorant/profile/riot/no%20way%20bro%23trash?playlist=competitive,1.11,243.1,0.8
NCSU Vintage#PACK,Immortal,32%,129.1,50.9,01/24/21,https://tracker.gg/valorant/profile/riot/NCSU%20Vintage%23PACK?playlist=competitive,0.98,200.7,0.7
herbet#000,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/herbet%23000?playlist=competitive,NONE,NONE,NONE
Yrou#NA1,NONE,NONE,NONE,NONE,01/26/21,https://tracker.gg/valorant/profile/riot/Yrou%23NA1?playlist=competitive,NONE,NONE,NONE
Sovereign#1753,NONE,NONE,NONE,NONE,01/20/21,https://tracker.gg/valorant/profile/riot/Sovereign%231753?playlist=competitive,NONE,NONE,NONE
RontheBonッ#spicy,Unrated,24%,137.4,48.4,01/18/21,https://tracker.gg/valorant/profile/riot/RontheBon%E3%83%83%23spicy?playlist=competitive,0.99,214.6,0.7
TheGreatThane#NA1,Diamond 3,15%,126.0,50.7,02/06/21,https://tracker.gg/valorant/profile/riot/TheGreatThane%23NA1?playlist=competitive,0.98,197.1,0.7
sanpellegrino#1234,Gold 3,28%,145.3,50.8,01/17/21,https://tracker.gg/valorant/profile/riot/sanpellegrino%231234?playlist=competitive,1.11,229.6,0.8
I Throw#8025,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/I%20Throw%20%238025?playlist=competitive,NONE,NONE,NONE
Robs#6652,NONE,NONE,NONE,NONE,03/16/21,https://tracker.gg/valorant/profile/riot/Robs%236652?playlist=competitive,NONE,NONE,NONE
SG V1T0#7302,Immortal,26%,126.7,52.0,01/18/21,https://tracker.gg/valorant/profile/riot/SG%20V1T0%237302?playlist=competitive,0.96,194.9,0.7
Riptis Mom#Mommy,Diamond 3,23%,146.7,50.6,01/18/21,https://tracker.gg/valorant/profile/riot/Riptis%20Mom%23Mommy?playlist=competitive,1.11,231.7,0.8
arc#jett,Immortal,22%,140.7,53.2,02/06/21,https://tracker.gg/valorant/profile/riot/arc%23jett?playlist=competitive,1.16,223.7,0.8
